,Unnamed: 0,Unnamed: 0.1,Rowid,Timestamp,Anonymized_Vehicle_number,Vehicle_type,Unnamed: 0.2,Number_of_axles,Tollplaza_id,Tollplaza_code,Unnamed: 0.3,Type of Payment code,Vehicle Code
2483,2483,2483,2484,Thu Aug 12 05:26:53 2021,5144439,CAR,2483,5144439,4951,PCE9CE23F,2483,,
2484,2484,2484,2485,Thu Aug 12 00:05:40 2021,3790896,CAR,2484,3790896,4102,PC8C9B099,2484,,
2485,2485,2485,2486,Sat Aug 21 18:03:36 2021,1283238,CAR,2485,1283238,4246,PC95F5F6B,2485,,
2486,2486,2486,2487,Fri Jul 30 19:05:02 2021,8877352,TRUCK,2486,8877352,4801,PC119E3A6,2486,,
2487,2487,2487,2488,Mon Aug  2 13:19:07 2021,4656256,CAR,2487,4656256,4615,PC1ECBA39,2487,,
2488,2488,2488,2489,Wed Aug 18 18:07:00 2021,2334164,TRUCK,2488,2334164,4748,PCF2ECD29,2488,,
2489,2489,2489,2490,Thu Aug  5 07:09:15 2021,3976368,TRUCK,2489,3976368,4843,PC400DFFE,2489,,
2490,2490,2490,2491,Wed Aug  4 18:40:59 2021,3929327,CAR,2490,3929327,4165,PC0D2B95C,2490,,
2491,2491,2491,2492,Fri Aug 20 19:44:07 2021,8112065,TRUCK,2491,8112065,4023,PC77793DF,2491,,
2492,2492,2492,2493,Mon Aug 16 14:08:22 2021,2442180,VAN,2492,2442180,4411,PC3AA93E6,2492,,
2493,2493,2493,2494,Fri Jul 30 08:31:26 2021,6761455,CAR,2493,6761455,4078,PC8473A64,2493,,
2494,2494,2494,2495,Thu Aug 19 08:08:25 2021,278933,CAR,2494,278933,4966,PC4E6422C,2494,,
2495,2495,2495,2496,Sun Aug  8 02:26:16 2021,7306445,CAR,2495,7306445,4352,PC99B9343,2495,,
2496,2496,2496,2497,Wed Aug 18 00:38:47 2021,3936043,CAR,2496,3936043,4514,PC374C341,2496,,
2497,2497,2497,2498,Fri Aug 13 23:43:55 2021,8247476,CAR,2497,8247476,4457,PCFBF2259,2497,,
2498,2498,2498,2499,Sat Aug  7 18:16:11 2021,7529143,TRUCK,2498,7529143,4491,PCA52F720,2498,,
2499,2499,2499,2500,Sat Aug 21 17:27:58 2021,456268,CAR,2499,456268,4230,PC19CE0DB,2499,,
2500,2500,2500,2501,Sat Aug 14 19:04:20 2021,1534775,TRUCK,2500,1534775,4712,PC94168A2,2500,,
2501,2501,2501,2502,Wed Aug 18 15:08:35 2021,235822,VAN,2501,235822,4356,PCF1979AE,2501,,
2502,2502,2502,2503,Sat Aug 14 09:54:00 2021,8965339,CAR,2502,8965339,4083,PC90346C9,2502,,
2503,2503,2503,2504,Sun Aug 15 02:34:56 2021,8140556,TRUCK,2503,8140556,4129,PCA6127FF,2503,,
2504,2504,2504,2505,Sat Aug 14 11:19:35 2021,4245691,CAR,2504,4245691,4545,PC419B1CB,2504,,
2505,2505,2505,2506,Tue Aug 17 01:34:57 2021,9562181,TRUCK,2505,9562181,5002,PC585BD38,2505,,
2506,2506,2506,2507,Sat Aug 21 09:20:44 2021,9369195,CAR,2506,9369195,4426,PCC0E943C,2506,,
2507,2507,2507,2508,Sat Aug 14 14:24:08 2021,6636018,TRUCK,2507,6636018,4000,PC69C7DF3,2507,,
2508,2508,2508,2509,Fri Aug 13 12:44:04 2021,2767983,CAR,2508,2767983,4350,PCEDD7E85,2508,,
2509,2509,2509,2510,Tue Aug 10 16:52:44 2021,6468020,CAR,2509,6468020,4747,PC5E524A1,2509,,
2510,2510,2510,2511,Wed Aug 18 02:24:55 2021,7030896,CAR,2510,7030896,4470,PCB4FF8FA,2510,,
2511,2511,2511,2512,Fri Aug 20 12:22:01 2021,9040684,CAR,2511,9040684,4957,PC8DFFE65,2511,,
2512,2512,2512,2513,Thu Aug 19 12:23:04 2021,4323952,TRUCK,2512,4323952,4789,PCBE8B2AB,2512,,
2513,2513,2513,2514,Tue Aug 10 19:46:41 2021,5363679,CAR,2513,5363679,4637,PCE9C770E,2513,,
2514,2514,2514,2515,Thu Aug 12 23:45:20 2021,2686707,CAR,2514,2686707,4668,PCBB055C6,2514,,
2515,2515,2515,2516,Fri Aug 13 14:15:33 2021,8569812,CAR,2515,8569812,4583,PC0567192,2515,,
2516,2516,2516,2517,Sat Jul 31 05:05:15 2021,7094424,TRUCK,2516,7094424,4697,PCFDB2BA6,2516,,
2517,2517,2517,2518,Sun Aug  8 19:45:49 2021,9121330,TRUCK,2517,9121330,4453,PC5EC8DF5,2517,,
2518,2518,2518,2519,Fri Aug 13 01:58:20 2021,739165,TRUCK,2518,739165,4816,PCB500A9F,2518,,
2519,2519,2519,2520,Tue Aug 17 14:11:59 2021,3366701,TRUCK,2519,3366701,4373,PC8806694,2519,,
2520,2520,2520,2521,Sun Aug 15 16:27:55 2021,8475949,CAR,2520,8475949,4648,PC576AD85,2520,,
2521,2521,2521,2522,Sun Aug 22 00:44:00 2021,9157314,CAR,2521,9157314,4841,PCE45DE8D,2521,,
2522,2522,2522,2523,Wed Aug  4 00:23:58 2021,1788348,CAR,2522,1788348,4734,PCE4C5D8E,2522,,
2523,2523,2523,2524,Sun Aug  8 23:10:02 2021,9068512,TRUCK,2523,9068512,4166,PCE450C55,2523,,
2524,2524,2524,2525,Fri Aug 20 11:55:12 2021,5627735,CAR,2524,5627735,4772,PC7368097,2524,,
2525,2525,2525,2526,Wed Aug 11 00:41:57 2021,5138193,CAR,2525,5138193,4757,PC126524C,2525,,
2526,2526,2526,2527,Fri Jul 30 00:48:09 2021,1247680,CAR,2526,1247680,4987,PCF4A9637,2526,,
2527,2527,2527,2528,Wed Aug 18 12:42:12 2021,9562498,CAR,2527,9562498,4672,PC03AE86F,2527,,
2528,2528,2528,2529,Mon Aug 16 15:21:50 2021,5528211,TRUCK,2528,5528211,4836,PCE78024A,2528,,
2529,2529,2529,2530,Thu Aug  5 00:47:32 2021,3621157,CAR,2529,3621157,4414,PC40BD0F3,2529,,
2530,2530,2530,2531,Mon Aug 16 21:33:12 2021,6595490,VAN,2530,6595490,4430,PC52EA95D,2530,,
2531,2531,2531,2532,Sat Aug 14 21:31:43 2021,9115257,VAN,2531,9115257,4114,PC4CD2B81,2531,,
2532,2532,2532,2533,Mon Aug  2 01:07:34 2021,470359,CAR,2532,470359,5007,PC869BDE8,2532,,
2533,2533,2533,2534,Sat Aug 21 13:43:57 2021,3215207,CAR,2533,3215207,4932,PC46C4A27,2533,,
2534,2534,2534,2535,Wed Aug 11 11:28:52 2021,9986413,CAR,2534,9986413,4082,PCF86214E,2534,,
2535,2535,2535,2536,Mon Aug 16 17:04:50 2021,235511,TRUCK,2535,235511,4120,PC6700C62,2535,,
2536,2536,2536,2537,Sun Aug 15 07:59:39 2021,2680742,TRUCK,2536,2680742,4198,PCB0994D1,2536,,
2537,2537,2537,2538,Wed Aug 18 02:59:49 2021,4862591,VAN,2537,4862591,4891,PC57036DA,2537,,
2538,2538,2538,2539,Wed Aug  4 03:26:06 2021,1887312,CAR,2538,1887312,4852,PC68969FB,2538,,
2539,2539,2539,2540,Sat Aug 21 02:53:20 2021,8533026,TRUCK,2539,8533026,4600,PCB99E8F9,2539,,
2540,2540,2540,2541,Sun Aug  1 10:18:31 2021,6588186,CAR,2540,6588186,4250,PCC695DB0,2540,,
2541,2541,2541,2542,Sun Aug  8 17:16:47 2021,4275984,CAR,2541,4275984,4910,PC75BC2DF,2541,,
2542,2542,2542,2543,Thu Aug  5 00:29:28 2021,581996,CAR,2542,581996,4769,PC10C50DC,2542,,
2543,2543,2543,2544,Tue Aug 17 03:32:43 2021,5946672,TRUCK,2543,5946672,4626,PC93E7766,2543,,
2544,2544,2544,2545,Fri Aug 13 09:50:36 2021,4965045,CAR,2544,4965045,4102,PC8C9B099,2544,,
2545,2545,2545,2546,Sun Aug 22 14:33:28 2021,6775664,CAR,2545,6775664,4478,PCB02917E,2545,,
2546,2546,2546,2547,Tue Aug  3 01:42:18 2021,5256434,CAR,2546,5256434,4074,PCCAFD014,2546,,
2547,2547,2547,2548,Wed Aug 11 04:37:47 2021,8940248,CAR,2547,8940248,4376,PCA283923,2547,,
2548,2548,2548,2549,Tue Aug  3 07:00:45 2021,9388822,CAR,2548,9388822,4479,PCCA36E4D,2548,,
2549,2549,2549,2550,Tue Aug  3 07:24:18 2021,5286416,TRUCK,2549,5286416,4832,PC34ECAB5,2549,,
2550,2550,2550,2551,Mon Aug 16 13:28:50 2021,9492828,CAR,2550,9492828,4553,PC1D57D7F,2550,,
2551,2551,2551,2552,Fri Aug 13 07:47:38 2021,2406598,TRUCK,2551,2406598,4550,PC21A1833,2551,,
2552,2552,2552,2553,Tue Aug 17 19:22:00 2021,8914418,CAR,2552,8914418,4564,PC29D136F,2552,,
2553,2553,2553,2554,Mon Aug  2 02:11:19 2021,965869,VAN,2553,965869,4580,PC48664B7,2553,,
2554,2554,2554,2555,Wed Aug 11 07:48:31 2021,5027808,CAR,2554,5027808,4333,PCCCAD2AC,2554,,
2555,2555,2555,2556,Thu Aug  5 07:59:01 2021,9616538,TRUCK,2555,9616538,4285,PCB524A9F,2555,,
2556,2556,2556,2557,Thu Aug  5 19:31:33 2021,2354498,CAR,2556,2354498,4497,PC76FDDEA,2556,,
2557,2557,2557,2558,Sat Aug 21 12:10:14 2021,9734520,CAR,2557,9734520,4329,PCF9CCB5A,2557,,
2558,2558,2558,2559,Sat Aug 21 20:51:27 2021,1324683,VAN,2558,1324683,4658,PC1A58039,2558,,
2559,2559,2559,2560,Fri Jul 30 11:02:01 2021,653766,TRUCK,2559,653766,4898,PC0AE9E1B,2559,,
2560,2560,2560,2561,Fri Jul 30 00:23:45 2021,168532,TRUCK,2560,168532,4139,PC924C594,2560,,
2561,2561,2561,2562,Thu Aug  5 01:40:30 2021,6652157,CAR,2561,6652157,4081,PCC825DB2,2561,,
2562,2562,2562,2563,Sat Aug  7 06:56:23 2021,2976438,TRUCK,2562,2976438,4194,PC96AD1EB,2562,,
2563,2563,2563,2564,Mon Aug  2 21:26:19 2021,5132790,CAR,2563,5132790,4084,PC71D433F,2563,,
2564,2564,2564,2565,Sat Aug 14 15:19:45 2021,4529955,CAR,2564,4529955,4281,PC2804C85,2564,,
2565,2565,2565,2566,Thu Aug 12 00:42:18 2021,1689578,CAR,2565,1689578,4285,PCB524A9F,2565,,
2566,2566,2566,2567,Wed Aug  4 16:13:33 2021,7390427,CAR,2566,7390427,4154,PC2C2EF9E,2566,,
2567,2567,2567,2568,Sun Aug 15 04:36:16 2021,212966,TRUCK,2567,212966,4928,PC16E79D4,2567,,
2568,2568,2568,2569,Mon Aug  2 03:44:31 2021,4626329,CAR,2568,4626329,4066,PC883FCA9,2568,,
2569,2569,2569,2570,Sat Jul 31 17:10:31 2021,582983,CAR,2569,582983,4758,PCCE12794,2569,,
2570,2570,2570,2571,Tue Aug  3 16:22:05 2021,6415311,CAR,2570,6415311,4679,PC88494D0,2570,,
2571,2571,2571,2572,Sun Aug  8 23:55:20 2021,2025201,VAN,2571,2025201,4584,PC1085B78,2571,,
2572,2572,2572,2573,Mon Aug 16 07:41:14 2021,6636442,VAN,2572,6636442,4372,PC1E0F3B6,2572,,
2573,2573,2573,2574,Fri Aug  6 11:42:03 2021,520208,VAN,2573,520208,4801,PC119E3A6,2573,,
2574,2574,2574,2575,Tue Aug  3 14:48:05 2021,5924388,CAR,2574,5924388,4695,PC4A5D62F,2574,,
2575,2575,2575,2576,Fri Aug 13 03:01:44 2021,7397736,CAR,2575,7397736,4752,PC99A4177,2575,,
2576,2576,2576,2577,Tue Aug 17 20:38:59 2021,8390915,CAR,2576,8390915,4826,PCE1DDBB4,2576,,
2577,2577,2577,2578,Mon Aug  2 07:08:30 2021,767864,CAR,2577,767864,4786,PCB7F1F8A,2577,,
2578,2578,2578,2579,Fri Aug  6 08:34:34 2021,2244410,CAR,2578,2244410,4219,PC40E6113,2578,,
2579,2579,2579,2580,Sat Aug  7 10:02:04 2021,6093278,CAR,2579,6093278,4487,PCA92F2BD,2579,,
2580,2580,2580,2581,Fri Aug 13 01:02:03 2021,3708274,VAN,2580,3708274,4586,PC4A40D50,2580,,
2581,2581,2581,2582,Thu Aug 12 21:05:42 2021,7449792,CAR,2581,7449792,4516,PCF7F25B7,2581,,
2582,2582,2582,2583,Tue Aug 10 14:18:27 2021,7449385,TRUCK,2582,7449385,4869,PCF775FA6,2582,,
2583,2583,2583,2584,Sat Aug 14 14:08:49 2021,9883762,CAR,2583,9883762,4711,PC340B4DE,2583,,
2584,2584,2584,2585,Sun Aug 15 12:41:52 2021,565331,CAR,2584,565331,4170,PC8CA1B15,2584,,
2585,2585,2585,2586,Tue Aug  3 15:34:20 2021,1634285,CAR,2585,1634285,4141,PC13CB69B,2585,,
2586,2586,2586,2587,Tue Aug  3 02:39:34 2021,2903232,CAR,2586,2903232,4627,PCA965149,2586,,
2587,2587,2587,2588,Thu Aug 12 15:48:04 2021,8958561,TRUCK,2587,8958561,4782,PC6802C08,2587,,
2588,2588,2588,2589,Sat Aug 21 08:54:41 2021,1023797,CAR,2588,1023797,4453,PC5EC8DF5,2588,,
2589,2589,2589,2590,Fri Jul 30 15:52:38 2021,9172998,CAR,2589,9172998,4156,PC6BCA05F,2589,,
2590,2590,2590,2591,Wed Aug 18 11:58:37 2021,4904226,CAR,2590,4904226,4462,PCE29AA1A,2590,,
2591,2591,2591,2592,Thu Aug  5 14:10:34 2021,9038987,CAR,2591,9038987,4069,PCC48608C,2591,,
2592,2592,2592,2593,Wed Aug 18 00:47:39 2021,6406590,VAN,2592,6406590,4113,PC78D4122,2592,,
2593,2593,2593,2594,Fri Jul 30 01:59:51 2021,875114,VAN,2593,875114,4100,PCC6DD8D5,2593,,
2594,2594,2594,2595,Thu Aug 12 02:47:23 2021,5289058,TRUCK,2594,5289058,4280,PC03A5F23,2594,,
2595,2595,2595,2596,Mon Aug 16 14:53:16 2021,4749205,CAR,2595,4749205,4600,PCB99E8F9,2595,,
2596,2596,2596,2597,Fri Aug 13 06:09:04 2021,9737963,TRUCK,2596,9737963,4154,PC2C2EF9E,2596,,
2597,2597,2597,2598,Sun Aug  1 18:27:51 2021,6434826,CAR,2597,6434826,4428,PCB616FAD,2597,,
2598,2598,2598,2599,Fri Aug 13 03:37:13 2021,7495880,CAR,2598,7495880,4613,PCEBBFFB5,2598,,
2599,2599,2599,2600,Tue Aug 17 02:21:41 2021,5521690,CAR,2599,5521690,4179,PC5738A82,2599,,
2600,2600,2600,2601,Mon Aug  9 08:30:03 2021,8394179,CAR,2600,8394179,4983,PCC3E4ADA,2600,,
2601,2601,2601,2602,Wed Aug  4 04:50:25 2021,5225129,CAR,2601,5225129,4697,PCFDB2BA6,2601,,
2602,2602,2602,2603,Thu Jul 29 16:38:29 2021,6739882,TRUCK,2602,6739882,4483,PC7F7FFF0,2602,,
2603,2603,2603,2604,Wed Aug  4 17:55:37 2021,9410321,CAR,2603,9410321,4486,PC3AF69A3,2603,,
2604,2604,2604,2605,Sun Aug  8 06:57:05 2021,4117834,VAN,2604,4117834,4990,PCFE28E92,2604,,
2605,2605,2605,2606,Mon Aug 16 02:09:11 2021,9456387,CAR,2605,9456387,4871,PC397AFA3,2605,,
2606,2606,2606,2607,Mon Aug  9 01:03:09 2021,7705841,CAR,2606,7705841,4996,PC6A4F55F,2606,,
2607,2607,2607,2608,Tue Aug  3 19:14:33 2021,7359785,CAR,2607,7359785,4552,PC05BD3DF,2607,,
2608,2608,2608,2609,Wed Aug 11 18:59:45 2021,3271325,CAR,2608,3271325,4941,PCA6403C1,2608,,
2609,2609,2609,2610,Tue Aug 10 14:37:16 2021,6452717,CAR,2609,6452717,4794,PC4E1366E,2609,,
2610,2610,2610,2611,Fri Aug  6 17:49:31 2021,2126880,TRUCK,2610,2126880,4747,PC5E524A1,2610,,
2611,2611,2611,2612,Thu Jul 29 22:28:41 2021,4337936,CAR,2611,4337936,4022,PCF135377,2611,,
2612,2612,2612,2613,Sun Aug  8 16:28:13 2021,6588286,VAN,2612,6588286,4835,PC4645718,2612,,
2613,2613,2613,2614,Tue Aug  3 22:57:33 2021,9893046,CAR,2613,9893046,4025,PC5ABB8E4,2613,,
2614,2614,2614,2615,Wed Aug  4 15:41:09 2021,7024032,TRUCK,2614,7024032,4750,PCD987A9D,2614,,
2615,2615,2615,2616,Fri Aug 13 07:08:16 2021,9457014,CAR,2615,9457014,4481,PC30AAE76,2615,,
2616,2616,2616,2617,Tue Aug  3 00:22:38 2021,8990830,CAR,2616,8990830,4809,PCAD363FC,2616,,
2617,2617,2617,2618,Sun Aug  8 01:52:22 2021,1544221,TRUCK,2617,1544221,4353,PC79BCF60,2617,,
2618,2618,2618,2619,Sun Aug 22 13:48:04 2021,6174370,TRUCK,2618,6174370,4023,PC77793DF,2618,,
2619,2619,2619,2620,Fri Aug 20 11:49:56 2021,4311930,TRUCK,2619,4311930,4031,PC0214185,2619,,
2620,2620,2620,2621,Tue Aug 10 22:36:41 2021,3950484,CAR,2620,3950484,4596,PC6558A56,2620,,
2621,2621,2621,2622,Thu Aug 12 14:42:52 2021,7868468,CAR,2621,7868468,4442,PC05C2F86,2621,,
2622,2622,2622,2623,Wed Aug 11 03:14:04 2021,2617757,VAN,2622,2617757,5008,PC48D61BB,2622,,
2623,2623,2623,2624,Sat Aug 14 08:47:01 2021,4569280,CAR,2623,4569280,4209,PC494D54E,2623,,
2624,2624,2624,2625,Sun Aug  1 11:57:12 2021,49818,CAR,2624,49818,4621,PC9FB4E82,2624,,
2625,2625,2625,2626,Fri Aug 20 07:54:11 2021,46925,CAR,2625,46925,4238,PCE0A2A2F,2625,,
2626,2626,2626,2627,Thu Aug 12 03:19:27 2021,6451013,CAR,2626,6451013,4619,PC2EFBBE0,2626,,
2627,2627,2627,2628,Fri Aug 20 18:08:40 2021,8804024,CAR,2627,8804024,4641,PCAA9F518,2627,,
2628,2628,2628,2629,Sun Aug  1 13:47:02 2021,680807,TRUCK,2628,680807,4520,PC8140983,2628,,
2629,2629,2629,2630,Thu Jul 29 12:22:50 2021,2895421,CAR,2629,2895421,4723,PC20BD6E6,2629,,
2630,2630,2630,2631,Mon Aug  9 23:42:25 2021,5309249,CAR,2630,5309249,4319,PCAD79413,2630,,
2631,2631,2631,2632,Mon Aug 16 15:46:06 2021,3964885,CAR,2631,3964885,4867,PC5A6D86E,2631,,
2632,2632,2632,2633,Sun Aug  8 22:53:11 2021,5318954,TRUCK,2632,5318954,4282,PCCE002E5,2632,,
2633,2633,2633,2634,Mon Aug 16 03:30:05 2021,3123558,CAR,2633,3123558,4943,PC0A5DC1F,2633,,
2634,2634,2634,2635,Sun Aug 15 15:36:21 2021,2537142,CAR,2634,2537142,4431,PC3A23C14,2634,,
2635,2635,2635,2636,Thu Aug  5 08:10:21 2021,4864249,CAR,2635,4864249,4687,PC52E7369,2635,,
2636,2636,2636,2637,Wed Aug 18 19:27:50 2021,361048,VAN,2636,361048,4475,PCCC0D001,2636,,
2637,2637,2637,2638,Sun Aug  1 09:50:37 2021,7235543,TRUCK,2637,7235543,4325,PC8FC83B3,2637,,
2638,2638,2638,2639,Thu Jul 29 18:27:03 2021,566308,CAR,2638,566308,4329,PCF9CCB5A,2638,,
2639,2639,2639,2640,Tue Aug 10 06:40:38 2021,9744593,CAR,2639,9744593,4418,PCF6EECB2,2639,,
2640,2640,2640,2641,Thu Jul 29 17:10:52 2021,4841216,CAR,2640,4841216,4741,PC85A4D4B,2640,,
2641,2641,2641,2642,Mon Aug  2 20:37:19 2021,5107345,CAR,2641,5107345,4576,PC394C979,2641,,
2642,2642,2642,2643,Fri Jul 30 10:33:31 2021,3014741,CAR,2642,3014741,4061,PC3A63A79,2642,,
2643,2643,2643,2644,Fri Jul 30 02:28:49 2021,8133355,VAN,2643,8133355,4820,PCC30C735,2643,,
2644,2644,2644,2645,Thu Aug 12 05:21:32 2021,2583669,CAR,2644,2583669,4055,PCA06B2F1,2644,,
2645,2645,2645,2646,Mon Aug  9 10:33:49 2021,6500025,CAR,2645,6500025,4071,PCDBBCB68,2645,,
2646,2646,2646,2647,Sat Aug 21 13:04:28 2021,1157629,VAN,2646,1157629,4906,PC3D58C5E,2646,,
2647,2647,2647,2648,Tue Aug  3 17:34:28 2021,5397450,CAR,2647,5397450,4815,PC19C02F1,2647,,
2648,2648,2648,2649,Wed Aug 11 12:57:53 2021,8611035,CAR,2648,8611035,4057,PC4B0DCD2,2648,,
2649,2649,2649,2650,Thu Aug 19 05:29:33 2021,1298769,VAN,2649,1298769,4943,PC0A5DC1F,2649,,
2650,2650,2650,2651,Sat Aug 14 15:16:57 2021,2248516,CAR,2650,2248516,4844,PCC48E3A8,2650,,
2651,2651,2651,2652,Sat Aug 14 00:53:07 2021,6278319,CAR,2651,6278319,4419,PC99BB7A3,2651,,
2652,2652,2652,2653,Wed Aug 18 09:35:49 2021,4614307,TRUCK,2652,4614307,4566,PC637A425,2652,,
2653,2653,2653,2654,Sat Aug 14 13:02:52 2021,2509139,VAN,2653,2509139,4149,PC99F9ABD,2653,,
2654,2654,2654,2655,Fri Jul 30 11:29:39 2021,2986069,CAR,2654,2986069,4288,PC12AA919,2654,,
2655,2655,2655,2656,Sat Jul 31 18:30:07 2021,2614861,CAR,2655,2614861,4809,PCAD363FC,2655,,
2656,2656,2656,2657,Wed Aug 18 15:55:51 2021,28694,CAR,2656,28694,4483,PC7F7FFF0,2656,,
2657,2657,2657,2658,Thu Jul 29 14:45:20 2021,4039155,CAR,2657,4039155,4326,PC356AE8F,2657,,
2658,2658,2658,2659,Thu Aug 12 15:10:14 2021,2787413,TRUCK,2658,2787413,4142,PC7ACFF7C,2658,,
2659,2659,2659,2660,Sat Aug  7 22:56:05 2021,6142811,TRUCK,2659,6142811,4248,PC45EBEBC,2659,,
2660,2660,2660,2661,Fri Aug 13 00:55:56 2021,1830669,VAN,2660,1830669,4718,PC81E83B9,2660,,
2661,2661,2661,2662,Mon Aug  9 18:52:28 2021,5237693,VAN,2661,5237693,4718,PC81E83B9,2661,,
2662,2662,2662,2663,Tue Aug 10 21:12:49 2021,993717,TRUCK,2662,993717,4110,PCF891CEB,2662,,
2663,2663,2663,2664,Thu Jul 29 21:16:19 2021,1529385,CAR,2663,1529385,4200,PCBA86754,2663,,
2664,2664,2664,2665,Thu Aug 12 22:20:37 2021,5544386,CAR,2664,5544386,4364,PCB33ACE8,2664,,
2665,2665,2665,2666,Thu Jul 29 12:21:33 2021,1041073,CAR,2665,1041073,4947,PCE4A44BE,2665,,
2666,2666,2666,2667,Thu Aug 19 19:25:05 2021,5047709,VAN,2666,5047709,4189,PC7655FC1,2666,,
2667,2667,2667,2668,Wed Aug 18 19:32:19 2021,58830,CAR,2667,58830,4157,PC7305E43,2667,,
2668,2668,2668,2669,Mon Aug  2 18:53:23 2021,1847689,CAR,2668,1847689,4738,PC06E9A80,2668,,
2669,2669,2669,2670,Mon Aug  9 19:35:40 2021,6046631,TRUCK,2669,6046631,4044,PC3546931,2669,,
2670,2670,2670,2671,Mon Aug 16 00:17:11 2021,7160838,CAR,2670,7160838,4206,PCAC34A40,2670,,
2671,2671,2671,2672,Fri Jul 30 03:12:41 2021,65143,TRUCK,2671,65143,4361,PC2E0C888,2671,,
2672,2672,2672,2673,Sat Jul 31 17:39:18 2021,9621393,CAR,2672,9621393,4907,PCCEEF65A,2672,,
2673,2673,2673,2674,Sun Aug 22 05:24:45 2021,6199844,CAR,2673,6199844,4762,PC1A3D20B,2673,,
2674,2674,2674,2675,Thu Aug 12 13:29:22 2021,9152093,CAR,2674,9152093,4386,PC948D5B2,2674,,
2675,2675,2675,2676,Sat Aug 21 03:56:54 2021,4725600,VAN,2675,4725600,4323,PC1D9ADA9,2675,,
2676,2676,2676,2677,Sat Aug 14 18:30:03 2021,113873,CAR,2676,113873,4493,PC124B4C0,2676,,
2677,2677,2677,2678,Tue Aug 10 16:47:34 2021,5733263,CAR,2677,5733263,4425,PC41B834E,2677,,
2678,2678,2678,2679,Mon Aug  9 11:59:19 2021,2363499,TRUCK,2678,2363499,4778,PCCCADDBD,2678,,
2679,2679,2679,2680,Thu Aug  5 13:25:09 2021,7357884,CAR,2679,7357884,4564,PC29D136F,2679,,
2680,2680,2680,2681,Tue Aug  3 05:43:40 2021,7961905,CAR,2680,7961905,4233,PC57279D0,2680,,
2681,2681,2681,2682,Fri Aug  6 23:21:50 2021,5376521,TRUCK,2681,5376521,4883,PCB325DCD,2681,,
2682,2682,2682,2683,Thu Aug 19 09:52:21 2021,8726172,CAR,2682,8726172,4207,PC76EDF79,2682,,
2683,2683,2683,2684,Sat Aug 21 11:46:27 2021,631625,CAR,2683,631625,4971,PC0BD172F,2683,,
2684,2684,2684,2685,Thu Aug  5 13:02:03 2021,9216749,TRUCK,2684,9216749,4158,PCAA68777,2684,,
2685,2685,2685,2686,Fri Aug 13 21:21:37 2021,7608455,CAR,2685,7608455,4717,PC44877F1,2685,,
2686,2686,2686,2687,Tue Aug  3 00:37:24 2021,9756739,TRUCK,2686,9756739,4996,PC6A4F55F,2686,,
2687,2687,2687,2688,Tue Aug 17 11:48:31 2021,8620692,CAR,2687,8620692,4406,PC7A54E18,2687,,
2688,2688,2688,2689,Thu Aug  5 13:49:21 2021,1329720,VAN,2688,1329720,4854,PCB6F1968,2688,,
2689,2689,2689,2690,Wed Aug  4 13:35:38 2021,6975658,CAR,2689,6975658,4173,PC0EB640E,2689,,
2690,2690,2690,2691,Sun Aug  8 05:34:48 2021,8310131,TRUCK,2690,8310131,4703,PC395ADCB,2690,,
2691,2691,2691,2692,Fri Aug  6 11:51:37 2021,8601722,TRUCK,2691,8601722,4031,PC0214185,2691,,
2692,2692,2692,2693,Fri Aug  6 20:36:42 2021,365773,VAN,2692,365773,4069,PCC48608C,2692,,
2693,2693,2693,2694,Tue Aug  3 02:18:36 2021,7224143,CAR,2693,7224143,4691,PCFAB001F,2693,,
2694,2694,2694,2695,Fri Aug 20 19:30:02 2021,4049180,CAR,2694,4049180,4889,PC3547FAD,2694,,
2695,2695,2695,2696,Wed Aug  4 04:05:39 2021,9812817,CAR,2695,9812817,4872,PC5B45CE7,2695,,
2696,2696,2696,2697,Sat Aug 21 17:21:17 2021,8630963,CAR,2696,8630963,4294,PC867796D,2696,,
2697,2697,2697,2698,Tue Aug 17 02:06:38 2021,2861661,CAR,2697,2861661,4771,PC71FE98A,2697,,
2698,2698,2698,2699,Sun Aug 15 05:22:27 2021,3679148,CAR,2698,3679148,4862,PC3BDDA71,2698,,
2699,2699,2699,2700,Thu Aug  5 02:38:48 2021,4655140,CAR,2699,4655140,4898,PC0AE9E1B,2699,,
2700,2700,2700,2701,Sun Aug  8 23:36:36 2021,3141961,CAR,2700,3141961,4894,PCDADB8C6,2700,,
2701,2701,2701,2702,Tue Aug 10 05:45:27 2021,7675709,CAR,2701,7675709,4823,PC89A3BCF,2701,,
2702,2702,2702,2703,Thu Aug  5 04:56:51 2021,6277780,CAR,2702,6277780,4910,PC75BC2DF,2702,,
2703,2703,2703,2704,Mon Aug  2 07:13:42 2021,4533513,CAR,2703,4533513,4229,PCD0DDD3D,2703,,
2704,2704,2704,2705,Sun Aug 15 08:29:05 2021,119938,CAR,2704,119938,4137,PC4FA703F,2704,,
2705,2705,2705,2706,Mon Aug 16 14:49:19 2021,742706,CAR,2705,742706,4255,PCB7E7138,2705,,
2706,2706,2706,2707,Tue Aug  3 12:51:15 2021,1310157,CAR,2706,1310157,4192,PC74F6341,2706,,
2707,2707,2707,2708,Thu Jul 29 15:37:26 2021,3938752,VAN,2707,3938752,4461,PCACD9839,2707,,
2708,2708,2708,2709,Fri Aug 20 05:27:31 2021,3469277,CAR,2708,3469277,4638,PCB7AC8AA,2708,,
